OBJECTID_1,OBJECTID,ASSETNUM,DESCRIPTIO,INSERVICE,LOCATIONDE,ISNFPA,LASTSERVIC,BATTALION,ENGINEID,XCOOR,YCOOR,DCS_LAST_M,lat,lng
150,2123327,H00278,"NPS - HYDRANT, MUELLER-SUP CENT 250",Y,16TH ST INT CONSTITUTION AVE NW SWC,Y,2011-08-22T00:00:00.000Z,6,E-23,396813,136005,2012-06-06T06:00:31.000Z,38.89188588,-77.03672561
151,2114533,H04306,"NPS - HYDRANT, KENNEDY-K81-A/D GUAR",Y,CONSTITUTION AVE INT 21ST ST NW SEC,Y,2010-07-28T00:00:00.000Z,6,E-23,395958,136011,2012-06-06T06:00:31.000Z,38.89193529,-77.04658341
152,2113757,H03531,"NPS - HYDRANT, KENNEDY-K81-A/D GUAR",Y,CONSTITUTION AVE BET 14TH ST AND 15TH ST NW SOUTHSIDE,Y,2012-05-18T00:00:00.000Z,6,E-2,397159,136012,2012-06-06T06:00:31.000Z,38.89195151,-77.03274299
153,2117928,H07167,"HYDRANT, MUELLER-SUP CENT 250",Y,CONSTITUTION AVE BET 12TH ST AND 14TH ST NW SOUTHSIDE - 2ND HYDRANT FROM 12TH STREET,Y,2012-05-18T00:00:00.000Z,6,E-2,397494,136012,2012-06-06T06:00:31.000Z,38.89195617,-77.02887998
154,2114066,H03856,"HYDRANT, KENNEDY-K81-A/D GUAR",Y,CONSTITUTION AVE INT 14TH ST NW SEC,Y,2012-05-18T00:00:00.000Z,6,E-2,397252,136012,2012-06-06T06:00:31.000Z,38.89195646,-77.03167047
155,2114003,H03787,"HYDRANT, MUELLER-SUP CENT 250",Y,CONSTITUTION AVE BET 7TH ST AND 6TH ST NW SOUTHSIDE,Y,2012-05-18T00:00:00.000Z,6,E-2,398168,136012,2012-06-06T06:00:31.000Z,38.89195652,-77.02111062
156,2114088,H03879,"HYDRANT, JCF&M - O'BRIEN",Y,7TH ST INT CONSTITUTION AVE NW SEC,N,2012-05-18T00:00:00.000Z,6,E-2,398119,136012,2012-06-06T06:00:31.000Z,38.89195745,-77.02168198
157,2117925,H07164,"HYDRANT, KENNEDY-K81-A/D GUAR",Y,CONSTITUTION AVE BET 14TH ST AND 12TH ST NW SOUTHSIDE - 2ND HYDRANT FROM 14TH STREET,Y,2012-04-23T00:00:00.000Z,6,E-2,397295,136013,2012-06-06T06:00:31.000Z,38.89196039,-77.03117371
158,2117931,H07170,"HYDRANT, KENNEDY-K81-A/D GUAR",Y,CONSTITUTION AVE BET 12TH ST AND 14TH ST NW SOUTHSIDE - 4TH HYDRANT FROM 14TH STRET,Y,2012-05-18T00:00:00.000Z,6,E-2,397389,136013,2012-06-06T06:00:31.000Z,38.89196434,-77.03009184
159,2118423,H08472,"HYDRANT, MUELLER-SUP CENT 250",Y,CONSTITUTION AVE INT 12TH ST NW SWC,Y,2012-04-23T00:00:00.000Z,6,E-2,397539,136013,2012-06-06T06:00:31.000Z,38.89196435,-77.02836427
160,2117927,H07166,"HYDRANT, KENNEDY-K81-A/D GUAR",Y,CONSTITUTION AVE BET 12TH ST AND 14TH ST NW SOUTHSIDE - 3RD HYDRANT FROM 12TH ST,Y,2012-05-18T00:00:00.000Z,6,E-2,397441,136013,2012-06-06T06:00:31.000Z,38.89196588,-77.02949258
161,2117930,H07169,"HYDRANT, MUELLER-SUP CENT 250",Y,CONSTITUTION AVE BET 12TH ST AND 14TH ST NW SOUTHSIDE - 3RD HYDRANT FROM 14TH STREET,Y,2012-04-23T00:00:00.000Z,6,E-2,397349,136013,2012-06-06T06:00:31.000Z,38.89196668,-77.03055507
162,2123220,H01940,"NPS - HYDRANT, US PIPE-MET 250 M94",Y,CONSTITUTION AVE INT 18TH ST NW SOUTHSIDE,N,2010-07-28T00:00:00.000Z,6,E-23,396384,136018,2012-06-06T06:00:31.000Z,38.89200099,-77.04167674
163,2123226,H01946,"NPS - HYDRANT, MUELLER-SUP CENT 250",Y,CONSTITUTION AVE INT 20TH ST NW SEC,Y,2012-01-13T00:00:00.000Z,6,E-23,396109,136018,2012-06-06T06:00:31.000Z,38.89200353,-77.04484582
164,2116333,H06236,"NPS - HYDRANT, MUELLER-SUP CENT 250",Y,CONSTITUTION AVE INT 22ND ST NW NWC,Y,2011-08-22T00:00:00.000Z,6,E-23,395748,136045,2012-06-06T06:00:31.000Z,38.89224257,-77.04901243
165,2116346,H06249,"NPS - HYDRANT, MUELLER-SUP CENT 250",Y,CONSTITUTION AVE BET 21ST ST AND HENRY BACON DR NW NEC,Y,2011-08-22T00:00:00.000Z,6,E-23,395861,136045,2012-06-06T06:00:31.000Z,38.89224736,-77.04770245
166,2121374,H03101,"HYDRANT, KENNEDY-K81-A/D GUAR",Y,PENNSYLVANIA AVE INT 4TH ST NW NORTHSIDE,Y,2012-05-17T00:00:00.000Z,6,E-2,398462,136054,2012-06-06T06:00:31.000Z,38.89233332,-77.01772143
